,nes,nes_err,ban,ban_err,veg,veg_err,grd,grd_err,frt,frt_err,mlt,mlt_err,brl,brl_err,rt3,rt3_err,rt2,rt2_err,olp,olp_err,tob,tob_err,rt1,rt1_err,cc2,cc2_err,olv,olv_err,srg,srg_err,rsd,rsd_err,oce,oce_err,cot,cot_err,sfl,sfl_err,whe,whe_err,pls,pls_err,mze,mze_err,sub,sub_err,suc,suc_err,fdd,fdd_err,soy,soy_err,rcw,rcw_err,bvmeat,bvmeat_err,bvmilk,bvmilk_err,sgmeat,sgmeat_err,chickens,chickens_err,ducks,ducks_err,pigs,pigs_err,crop,crop_err,past,past_err,gh_all,gh_all_err
BTN,8.558326654098443e-05,4.0803121537007117e-11,1.745670844575024e-05,4.50130700487835e-15,0.0001009131531417508,3.7867240359655704e-11,2.9553298048312803e-05,3.960934196399725e-15,8.485934856203658e-05,3.2150909807555676e-11,3.961717076913469e-05,8.657273622844488e-11,9.98865985924194e-05,4.690988612515012e-11,4.8062802356096766e-05,1.644648634581576e-13,1.9945075535473726e-05,4.221248672825282e-15,,,4.665626149766434e-05,5.702640390427728e-11,0.00013715366802660898,5.97468107330109e-11,2.2619467135373787e-05,7.840180008079474e-15,,,,,1.4246501392779143e-05,9.550417342603913e-15,0.00010469970055325955,4.0425771886439985e-11,2.4759795609245685e-05,9.521820580567611e-16,,,5.511645804459083e-05,5.7279708116446895e-11,3.950557453196188e-05,5.822530847777224e-11,3.67813635428212e-05,5.26104704389233e-11,,,4.788467887510893e-05,1.7415735611131888e-13,1.9395090375614015e-05,2.3028010248113576e-14,3.056079818743222e-05,1.4835894165954871e-12,4.471119690899635e-05,2.2921626225965725e-13,5.5502758740770325e-05,2.2278923180291178e-12,5.5502758740770325e-05,2.2278923180291178e-12,1.341609453018233e-05,3.6089096208055723e-12,4.8645569017211055e-05,3.810868972486353e-12,2.2428482756030334e-05,2.1103257829885876e-14,2.3773695212078814e-05,4.9559758159470244e-12,7.3235252499599414e-06,4.0901005614652433e-16,1.7245236951251434e-06,3.0048823245982164e-16,1.9988353820255974e-05,2.851104904129044e-12
BEN,1.299842741353224e-05,4.159585869271463e-14,1.768759877506805e-05,5.1756088801427197e-14,1.658799609628502e-05,7.801572947191308e-14,1.6813619477003497e-05,5.2761497787219124e-14,1.4375429743771637e-05,4.0513841637783836e-14,9.320753803795858e-06,3.984048376005511e-14,,,1.3510472367687094e-05,4.09917432965561e-14,1.3451233986533862e-05,3.970737733033293e-14,2.383108522436433e-05,1.4248403908351684e-13,2.1711572282427968e-05,1.0888414003731635e-14,1.2232840516426227e-05,6.028057836859259e-14,1.8570405806876516e-05,1.0565453492402036e-14,,,1.1701788558846322e-05,4.790106224956711e-14,,,2.0249399630405247e-06,1.1447056448535995e-15,1.0772876262359877e-05,4.577772258682999e-14,,,,,1.1575874946973009e-05,7.47836277878713e-14,2.0120791549033052e-05,4.636570906965699e-14,,,6.718713958560289e-06,3.2700146533790632e-15,,,1.588799870832656e-05,4.604952082330344e-14,1.77524315117861e-05,1.418167376861842e-13,1.1167441464585447e-05,2.030491897878577e-14,1.1167441464585447e-05,2.030491897878577e-14,1.283764605345359e-05,2.1287464104815935e-14,2.0058458280010254e-05,3.157591647827508e-14,8.007345614170907e-06,2.683955350923582e-15,2.088610895254888e-05,3.783686693897928e-14,5.429255713564402e-06,4.476723414637611e-16,7.830088337195982e-06,6.470259041558319e-16,1.2551833938232305e-05,2.2160605669006884e-14
BLZ,0.00012410746200664156,9.946782990923946e-12,5.5010903077168815e-05,1.2648200193551198e-11,9.583273991677892e-05,9.748622566708373e-12,1.3250965443621648e-05,1.5226134292857885e-16,0.00010798037663817898,7.07392142802388e-12,,,,,0.00012092466941469423,7.181757404412416e-12,,,0.00021635857537051406,4.2234448742881305e-13,0.00022279337088344464,4.0495681949650107e-13,0.00011597299112066725,9.808389575511512e-12,0.00022267320221203087,4.348748043477802e-13,,,0.0001035241265479898,3.6549591248699314e-12,,,,,,,,,,,0.00011508453340891106,6.481868078581186e-12,9.178833689447194e-05,9.5927958990451e-12,,,0.00012992563739219135,7.942388223496837e-12,5.242553785073256e-05,1.3678250568599154e-14,0.0001258588585889218,7.885733501099046e-12,9.585748435548423e-05,2.0201897483936953e-11,0.0001497084363552582,2.1811127149678426e-12,0.0001497084363552582,2.1811127149678426e-12,0.0001269926040530154,1.9491053429130878e-12,0.00020398109753196625,2.2685244431203674e-12,0.0001230800585737351,2.6901515238718903e-12,0.0001421569528965564,2.128537743536881e-12,1.933365768266908e-05,8.447985514987346e-16,1.4205771725888169e-05,6.065211350230116e-16,8.109809643071151e-05,2.743302200401862e-12
BEL,3.3047680324002453e-06,1.2377643539514016e-14,,,3.1015844590525048e-06,1.2717110703284726e-14,,,3.134347325845886e-06,1.4331340177878875e-14,,,4.031146081677991e-06,1.319828803783435e-14,,,,,,,3.6008768379595463e-06,5.341590170767161e-17,3.139447428322517e-06,1.284770481694219e-14,,,,,3.910792892755594e-06,1.4501403330180046e-15,4.95347430490796e-06,2.1465536771609282e-14,3.696918538127613e-06,1.2337520695999124e-14,,,6.906162135890903e-06,4.046524561489125e-15,3.562429129997876e-06,1.3060388666588708e-14,3.742123256070557e-06,1.1469521505148701e-14,2.5639117523136927e-06,1.687893843455446e-14,3.0551649798545484e-06,1.528748973000462e-14,,,3.2650181895633132e-06,1.227731761793996e-14,1.0956190832264145e-05,2.588461226732225e-15,,,2.692491455655522e-06,6.473491219117065e-15,2.692491455655522e-06,6.473491219117065e-15,2.6883795804317014e-06,7.920001781244632e-15,1.737222466525322e-06,1.0972541189488475e-14,2.0186624519943617e-06,1.078778556676634e-14,1.644380759811316e-06,1.2906913524380307e-14,1.0007759211210304e-06,3.416914857292351e-18,1.0005275252172083e-06,3.4028617162422803e-18,2.091083650959107e-06,6.084320440049536e-15
BLR,2.452812074044469e-06,3.3191372568624194e-14,,,2.4509854740459583e-06,3.269949602307297e-14,,,2.5067741838438146e-06,3.424240960503717e-14,1.5855568940862892e-06,3.9841695712921205e-17,2.49863634875333e-06,3.2882890383399556e-14,,,,,,,5.186916694115615e-06,1.5097473276373484e-15,2.4759809871238314e-06,3.262066553502661e-14,,,,,,,2.4870442697904927e-06,3.3407229941950907e-14,2.487937638156618e-06,3.2953081411247e-14,,,2.3984544617745408e-06,4.273200510654534e-14,2.4826699881258445e-06,3.382674552401848e-14,2.467579666200926e-06,3.271214189932676e-14,2.52421984592169e-06,3.532110713620087e-14,2.741079297250945e-06,3.5495062331254463e-14,,,2.4869488126357998e-06,3.3011637434753777e-14,2.5172233171098043e-06,1.948626186937897e-15,7.842189312509502e-07,9.254812969418768e-19,2.3204419021962516e-06,1.9033481226435565e-14,2.3204419021962516e-06,1.9033481226435565e-14,2.5582944022972628e-06,2.4806326980897117e-14,2.0987559256652603e-06,4.4312733606584113e-14,1.8671780721754626e-06,4.1289904574288674e-14,2.208697186077538e-06,2.5009867908236942e-14,7.524076415471609e-07,5.011065329374061e-18,6.915357268407168e-07,4.764419633081126e-18,1.6203854817297692e-06,2.089627736368188e-14
BRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,2.116640501754401e-05,2.0250918599972762e-13,2.560351068284021e-05,2.3029262754232045e-13,1.8422167824473388e-05,1.960604942566573e-13,2.0849046669303455e-05,2.323436024256276e-13,2.851341724621772e-05,2.2771715692937917e-13,1.5962702809605825e-05,3.466135407704268e-14,3.1444719218826455e-05,1.2651702678656015e-13,6.588057057931427e-07,2.8547681395805323e-16,2.1402692921101146e-05,4.0015141585725133e-13,,,2.132403363529104e-05,2.10869287534808e-13,2.2011332593047016e-05,1.9624284643884348e-13,2.1360520447806507e-05,2.172658988688617e-13,,,1.774087043347094e-05,4.573194579252527e-13,2.5046044082811966e-05,2.937342238635085e-13,,,2.0266731521935097e-05,2.4203044567652983e-13,1.660377176603725e-06,1.6287794771353156e-15,1.2776206369433372e-05,2.327899406299992e-13,2.2268698599693388e-05,2.0043289461839792e-13,1.981573741061293e-05,5.003396970799995e-13,,,1.7928980096991743e-05,2.0801499171571808e-13,1.7703272568534214e-05,3.7798670284257523e-13,4.812777183150573e-05,1.0524614898775828e-13,1.79297439258602e-05,2.0341733796629728e-13,1.646243884923334e-05,9.532612793802388e-14,1.646243884923334e-05,9.532612793802388e-14,1.602557594623118e-05,1.2310264290883866e-13,1.5011514754063526e-05,9.538860685153018e-14,1.3875536101395552e-05,1.0893569890813287e-13,3.719710233681012e-05,1.9845888250588575e-13,1.089648308633485e-05,1.9569474469180357e-15,1.0809660762215906e-05,2.264931316558797e-15,1.8457454618979817e-05,8.831093212521462e-14
BHR,,,,,9.18634552862001e-06,5.544660163186065e-16,,,1.0370928023973956e-05,6.321154605509169e-16,,,,,,,,,,,,,8.293872856295997e-06,5.34374183331869e-16,,,,,,,,,,,,,,,,,9.201022256123416e-06,5.552565911389742e-16,,,,,,,9.27802852674284e-06,5.556891150754256e-16,,,,,1.1535607832022903e-05,2.340853756561619e-16,1.1535607832022903e-05,2.340853756561619e-16,9.283599686684224e-06,2.2115917026995304e-16,7.43701270418262e-06,2.1594777143713442e-16,,,,,4.991459577522044e-07,1.5627588402147807e-19,1.933021305243199e-08,2.8172807120391153e-21,3.236716034995948e-06,2.745492565220618e-16
BHS,4.3274768198222365e-07,6.82316141766247e-17,3.2195885681237796e-07,6.4355387833658e-17,4.795154482871109e-07,6.704979900841909e-17,,,3.2573441085369603e-07,6.65684275077261e-17,,,,,,,2.91189384516204e-07,6.947898121814953e-17,,,,,4.058406824103401e-07,6.647093779881794e-17,,,,,,,,,,,,,,,,,4.120782716873041e-07,6.498252369407516e-17,3.385949163118862e-07,6.402266066101295e-17,,,3.2305653601573413e-07,6.452620718565494e-17,,,,,,,3.1637463434649714e-07,8.44090017294801e-18,3.1637463434649714e-07,8.44090017294801e-18,2.971408805574767e-07,8.506132383327562e-18,3.838341373886502e-07,8.465936066780431e-18,,,3.3987071407938465e-07,8.539208273679855e-18,2.369179772867692e-09,7.406032961446237e-22,3.232580609883827e-09,1.0259508890044353e-21,6.287638045642272e-07,8.283672055397126e-15
AZE,2.0918904210451294e-05,9.638119825578299e-12,,,1.01382767621861e-05,8.248941075982612e-14,,,2.958456849298599e-05,2.11701027470188e-12,,,1.155493716957462e-05,1.4957257352509362e-12,,,,,,,1.189223497280617e-05,1.0977568388944715e-13,9.526837663586544e-06,1.5551347914527203e-12,5.903347113176907e-06,6.714890815720322e-15,2.3308036405468237e-05,2.764744723372059e-11,,,6.61795840284635e-05,6.462442434464495e-12,1.0530645650749884e-05,1.4179966828835703e-14,3.1939799017463494e-05,9.22022307638705e-13,1.539880900601211e-05,1.822329636643389e-12,1.1818632244725884e-05,1.4851788370565309e-12,2.9391161714325514e-05,4.504365312739642e-12,1.1625113457316924e-05,8.65877916000372e-14,8.262808143081705e-06,4.1379890603659525e-12,,,2.834661478950539e-05,2.32143176472875e-12,1.174656246986752e-05,9.693451176747875e-12,1.6964427650305693e-05,1.6782712971267644e-13,2.3593338180722666e-05,6.058627104423844e-12,2.3593338180722666e-05,6.058627104423844e-12,1.668732897190399e-05,5.706703959484357e-12,7.098911757105801e-05,8.143660652108692e-12,0.00025441584558386456,5.7814736375560904e-12,1.1868478972007785e-05,1.8553480706145577e-11,4.661995556369608e-06,4.992891162644375e-16,4.17123160547362e-06,4.325200609829419e-16,7.956997092204304e-06,5.327049992481277e-12
AUT,5.467110403284976e-06,1.7026707661743055e-12,,,3.725223337412639e-06,2.462339732064802e-12,,,4.9696669637467635e-06,3.3811072276883902e-12,2.817792250384549e-06,2.384664632520767e-16,4.3281473264392705e-06,1.3397564237317351e-12,,,,,,,8.549187981585712e-06,1.9898310174512092e-16,4.068744888700793e-06,2.0470917338205707e-12,,,,,,,4.303009784151666e-06,1.5826653761811407e-12,4.053420427449917e-06,2.086124523011479e-12,,,3.3402945811181164e-06,2.0362013872283965e-12,4.178494698324886e-06,1.4459245163551303e-12,3.6526608251853086e-06,2.1901102201257857e-12,3.4301264321484757e-06,1.7273264840753166e-12,3.82678926181563e-06,2.473082935368582e-12,,,5.179739971640959e-06,3.4649218477610677e-12,3.252477347922381e-06,8.724727797941338e-13,,,6.577442468940614e-06,2.0723522892150463e-13,6.577442468940614e-06,2.0723522892150463e-13,1.1335856769973531e-05,1.723190728186426e-13,3.79474648986921e-06,3.824311995444692e-13,1.0205642120420608e-05,2.4655003029820073e-13,4.451995528620317e-06,3.338748605617363e-13,1.4078287765252215e-06,8.177372641244984e-18,8.587870534952655e-07,2.841136519102313e-17,2.671476180317333e-06,1.8475671573684213e-13
AUS,0.00011047749038105879,2.080374750518953e-08,0.0011553244126251089,9.977648583382546e-09,0.00013281582857233452,5.29368761906706e-08,,,0.00010750479297295403,3.992624716339593e-08,,,0.00011854097322399804,3.950174497925426e-09,,,,,,,,,9.195514224886019e-05,4.236307105426063e-08,,,5.466506578084608e-05,5.107075441029502e-09,0.00012311806034300137,3.609505989859842e-08,9.256032758758969e-05,3.561440700673197e-09,0.00010180167643382002,2.1072788345799594e-08,0.00014046890679968833,2.671328248433496e-09,,,0.00010339656142047857,3.6745955890090448e-09,0.00017545843876785178,2.1696389588776396e-08,0.00038660495355426937,4.113849760622949e-08,,,0.00035498024724471696,6.375295462406377e-08,9.021867785930739e-05,1.936588972927211e-08,,,3.19807444473116e-05,1.6237354411331125e-11,0.00010554146008395825,1.4816121427823757e-09,0.00010554146008395825,1.4816121427823757e-09,5.78954420888999e-05,2.0105709613598015e-09,0.00020751863133236875,8.80910542837099e-09,0.00011262756237842167,1.1670592470918148e-08,6.312886978415674e-05,4.155812067505068e-09,3.3904163879290786e-05,8.124284630578472e-14,4.480400104659452e-06,3.8858851450762565e-14,1.3631646361541501e-05,1.886362875557962e-09
HMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,1.3058608078672999e-05,2.1261158815660573e-14,,,2.0058178994388955e-05,5.841055744422053e-13,,,2.3670860896900966e-05,9.636921097412712e-13,,,2.41560830049041e-05,1.345069369846696e-12,,,,,,,2.60873794674255e-05,6.704877415930206e-14,2.2499322922030173e-05,6.005883103825068e-13,,,6.5823395882001205e-06,3.7571209947913694e-17,,,9.044587921437779e-06,1.26274305672585e-15,2.915999795073812e-05,5.589826886409764e-13,1.834395510836406e-05,1.842374734861493e-15,1.6899933790216113e-05,6.497598221476442e-14,2.1024752868736907e-05,1.8074560983082277e-12,1.6402378763266045e-05,1.017317041512387e-13,2.636083119529344e-05,2.6027828073582436e-12,1.3066183857162046e-05,1.6663533936569743e-12,,,2.470990458163089e-05,1.1809449386771526e-12,1.322578376214775e-05,3.4117858083383587e-14,4.11945076907932e-06,2.762437358638979e-17,8.618556756129108e-06,3.813194868675462e-15,8.618556756129108e-06,3.813194868675462e-15,7.446534027881925e-06,5.387708297540434e-15,1.0720128662760338e-05,1.1043523002127854e-14,1.0407253875233985e-05,4.275452661040174e-15,1.1429165907342847e-05,5.265551572485391e-15,5.8454305286877736e-06,1.8091051152976565e-16,4.096383110906626e-06,1.6334233704956474e-16,7.552412078403153e-06,4.610177567166126e-13
ARG,3.064205146827175e-05,6.113577517047727e-09,1.9715674402907634e-05,8.461964379606878e-11,6.548307330962348e-05,2.7849377875772422e-08,2.1662257201634655e-05,2.1852567056391013e-10,5.2142886393235934e-05,4.136108291285839e-10,,,2.638783984521827e-05,1.2544199959334751e-08,6.813435475291346e-06,8.078549900005671e-14,6.470041403418315e-05,4.7353165483569225e-11,,,0.00011157750592829784,4.857805227818721e-10,5.617239451145967e-05,4.435354923428599e-08,0.00016060809794110793,2.823186809330656e-10,0.00024005879665894183,7.34807695213251e-08,2.170604338837387e-05,1.1153251497883894e-09,0.00016162088308104813,7.169815752848426e-08,2.4058170457584085e-05,6.186884754172129e-09,1.7881054515020723e-05,4.755433005659345e-10,2.53281218651848e-05,8.921190832993572e-11,2.380429366634359e-05,6.526022332740915e-09,7.072216209714409e-05,8.863208667936517e-10,3.083671051435927e-05,1.4853419365559156e-09,4.6765469763049054e-05,1.6058538073204237e-11,2.7243470061236862e-05,4.839041492064152e-10,4.1596065143158086e-05,3.362519544383614e-08,1.7981222864752467e-05,1.094311243915787e-10,2.002514178615594e-05,4.781339520683211e-11,1.596441545777536e-05,0.0009808049100406022,1.596441545777536e-05,0.0009808049100406022,0.00027111582403766503,0.0010232206978186785,8.9580406413998e-06,5.424552126857639e-10,0.007706228887404397,0.0007338252236486184,3.221991716348139e-05,0.0015461552869265947,9.888554833699534e-06,1.4677174138284573e-14,3.338253954569675e-06,1.5240266699446806e-14,7.632928887104513e-06,0.0006803957637935699
ATG,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,6.72058722381181e-05,5.5539578337469474e-11,3.625355655377899e-05,2.0513071422478822e-10,7.447600571550127e-05,7.542494481148275e-11,2.9730097847025863e-05,5.4230461563321446e-11,3.5254626243051256e-05,1.4825067589577533e-10,5.282244963720344e-05,8.82552509948302e-11,,,1.5203622962241381e-05,1.007335036363807e-12,5.5134446532898295e-05,5.246022906497279e-11,2.1090797206698296e-05,6.578056923527289e-13,2.6402952261471735e-05,7.814753728057771e-13,0.0001156282435917763,7.062238195595753e-11,4.985669637229878e-05,8.89871170910422e-11,,,4.1901479889514077e-05,6.433175369997932e-11,,,3.964243568423849e-05,2.105693531942377e-12,3.597175452574197e-05,1.4778748475261944e-10,5.4028097956230284e-05,8.515913463826575e-11,2.517539223309176e-05,8.254040488708509e-14,7.934432678011545e-05,5.629074138825199e-11,8.018382965594888e-05,5.462529080321648e-11,,,2.0724143639634417e-05,7.139215876127983e-13,,,1.106546109218883e-05,6.23207490539368e-13,2.0129999441190588e-05,7.396776543062507e-13,1.1549155553084376e-05,3.6137434695170024e-13,1.1549155553084376e-05,3.6137434695170024e-13,1.339323004900223e-05,2.833118896086736e-13,8.595315490292846e-06,1.2003139793908617e-12,3.936289730156576e-06,2.915600530607706e-15,1.3573251674311588e-05,3.723221092794066e-13,4.926040443510696e-06,1.0499151627758972e-14,2.8131638693627666e-06,7.465629729463638e-15,5.059207429078898e-06,1.7837652374199933e-13
AND,6.460687928150038e-06,2.6740818805982746e-14,,,,,,,0.0002005630837108485,3.488161705197749e-14,,,0.0002005630837108485,3.488161705197749e-14,,,,,,,,,0.0002005630837108485,3.488161705197749e-14,,,,,,,,,,,,,,,0.0002005630837108485,3.488161705197749e-14,,,,,0.0002005630837108485,3.488161705197749e-14,,,7.680511616064883e-06,2.900129138783555e-14,,,,,1.1299902348338128e-06,3.3624107955190993e-18,1.1299902348338128e-06,3.3624107955190993e-18,9.827451759303183e-07,3.480621304732451e-18,1.7944229910513425e-06,6.775587646105165e-18,1.410784615595044e-06,3.77499384913939e-18,1.6817586652467231e-06,5.616144543528833e-18,2.0672305911546175e-07,2.2564959469117246e-20,1.4214327496852902e-07,1.6248389893577754e-20,4.6869027746111547e-07,3.3169544987798144e-18
DZA,3.382988248373322e-05,1.48871308828832e-12,9.836884109019396e-07,8.390922750238506e-19,2.6694011100062495e-05,1.2427891364281905e-12,8.913617207513972e-06,1.3856428684571447e-13,3.160181768736623e-05,9.5213992596202e-13,,,3.874976222989078e-05,8.473375342582812e-13,,,,,,,2.8307326524896702e-05,2.4126239254057086e-13,2.6063943386134952e-05,1.2660548029068914e-12,,,2.961279338593384e-05,5.796314986224375e-12,,,2.8495180012654008e-05,2.4345702158776906e-13,2.837975150390378e-05,9.617297889003878e-13,,,3.15545324404438e-05,8.87749765965686e-14,3.7482437215136055e-05,8.256131560076157e-13,3.1615162809202184e-05,1.0445660700639423e-12,2.4432656280825885e-06,1.9580349278056755e-13,2.7785175901143863e-05,5.7046430286350945e-15,6.851427514529144e-06,5.919065995831812e-16,2.9571577864446024e-05,2.558524393180471e-12,,,2.6404702123082365e-05,6.21258211098526e-15,2.0395116951846564e-05,4.0032398978195466e-14,2.0395116951846564e-05,4.0032398978195466e-14,1.3600004860596687e-05,2.434569035789194e-14,1.8298636615036576e-05,5.0876183529020157e-14,1.6527201562888985e-05,2.529873896553733e-14,2.4206056231318038e-06,3.278401903189781e-14,1.7749715383492352e-05,3.0467508466393187e-15,2.6691069454546353e-06,1.6541861983269054e-15,7.318652450784763e-06,2.0077139796742647e-14
